loss,learning_rate,epoch,step,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
0.0206,4.14e-05,3.48,414,,,,,,,,,,,,,
0.0112,4.15e-05,3.49,415,,,,,,,,,,,,,
0.0351,4.16e-05,3.5,416,,,,,,,,,,,,,
0.0157,4.17e-05,3.5,417,,,,,,,,,,,,,
0.0112,4.18e-05,3.51,418,,,,,,,,,,,,,
0.0049,4.19e-05,3.52,419,,,,,,,,,,,,,
0.0179,4.2e-05,3.53,420,,,,,,,,,,,,,
0.0239,4.21e-05,3.54,421,,,,,,,,,,,,,
0.0055,4.22e-05,3.55,422,,,,,,,,,,,,,
0.0221,4.23e-05,3.55,423,,,,,,,,,,,,,
0.0206,4.24e-05,3.56,424,,,,,,,,,,,,,
0.0186,4.25e-05,3.57,425,,,,,,,,,,,,,
0.0279,4.26e-05,3.58,426,,,,,,,,,,,,,
0.0187,4.27e-05,3.59,427,,,,,,,,,,,,,
0.0358,4.2800000000000004e-05,3.6,428,,,,,,,,,,,,,
0.0193,4.29e-05,3.61,429,,,,,,,,,,,,,
0.0475,4.3e-05,3.61,430,,,,,,,,,,,,,
0.0432,4.3100000000000004e-05,3.62,431,,,,,,,,,,,,,
0.0263,4.32e-05,3.63,432,,,,,,,,,,,,,
0.0168,4.33e-05,3.64,433,,,,,,,,,,,,,
0.0148,4.3400000000000005e-05,3.65,434,,,,,,,,,,,,,
0.0149,4.35e-05,3.66,435,,,,,,,,,,,,,
0.0373,4.36e-05,3.66,436,,,,,,,,,,,,,
0.0364,4.3700000000000005e-05,3.67,437,,,,,,,,,,,,,
0.0321,4.38e-05,3.68,438,,,,,,,,,,,,,
0.0307,4.39e-05,3.69,439,,,,,,,,,,,,,
0.0404,4.4000000000000006e-05,3.7,440,,,,,,,,,,,,,
0.0263,4.41e-05,3.71,441,,,,,,,,,,,,,
0.0316,4.4200000000000004e-05,3.71,442,,,,,,,,,,,,,
0.0359,4.43e-05,3.72,443,,,,,,,,,,,,,
0.0218,4.44e-05,3.73,444,,,,,,,,,,,,,
0.007,4.4500000000000004e-05,3.74,445,,,,,,,,,,,,,
0.0332,4.46e-05,3.75,446,,,,,,,,,,,,,
0.021,4.47e-05,3.76,447,,,,,,,,,,,,,
0.0134,4.4800000000000005e-05,3.76,448,,,,,,,,,,,,,
0.0083,4.49e-05,3.77,449,,,,,,,,,,,,,
0.0396,4.5e-05,3.78,450,,,,,,,,,,,,,
0.0214,4.5100000000000005e-05,3.79,451,,,,,,,,,,,,,
0.0209,4.52e-05,3.8,452,,,,,,,,,,,,,
0.066,4.53e-05,3.81,453,,,,,,,,,,,,,
0.027,4.5400000000000006e-05,3.82,454,,,,,,,,,,,,,
0.0231,4.55e-05,3.82,455,,,,,,,,,,,,,
0.0524,4.5600000000000004e-05,3.83,456,,,,,,,,,,,,,
0.0416,4.5700000000000006e-05,3.84,457,,,,,,,,,,,,,
0.0121,4.58e-05,3.85,458,,,,,,,,,,,,,
0.0192,4.5900000000000004e-05,3.86,459,,,,,,,,,,,,,
0.0207,4.600000000000001e-05,3.87,460,,,,,,,,,,,,,
0.0096,4.61e-05,3.87,461,,,,,,,,,,,,,
0.0263,4.6200000000000005e-05,3.88,462,,,,,,,,,,,,,
0.0066,4.630000000000001e-05,3.89,463,,,,,,,,,,,,,
0.0196,4.64e-05,3.9,464,,,,,,,,,,,,,
0.0308,4.6500000000000005e-05,3.91,465,,,,,,,,,,,,,
0.0257,4.660000000000001e-05,3.92,466,,,,,,,,,,,,,
0.0432,4.6700000000000003e-05,3.92,467,,,,,,,,,,,,,
0.0231,4.6800000000000006e-05,3.93,468,,,,,,,,,,,,,
0.0213,4.69e-05,3.94,469,,,,,,,,,,,,,
0.0253,4.7e-05,3.95,470,,,,,,,,,,,,,
0.015,4.71e-05,3.96,471,,,,,,,,,,,,,
0.0232,4.72e-05,3.97,472,,,,,,,,,,,,,
0.0108,4.73e-05,3.97,473,,,,,,,,,,,,,
0.043,4.74e-05,3.98,474,,,,,,,,,,,,,
0.0234,4.75e-05,3.99,475,,,,,,,,,,,,,
0.0762,4.76e-05,4.0,476,,,,,,,,,,,,,
,,4.0,476,0.0706033930182457,0.8619854721549637,0.8416075650118203,0.8516746411483254,0.9818829358934654,1.138,371.694,23.725,,,,,
0.0222,4.77e-05,4.01,477,,,,,,,,,,,,,
0.0114,4.78e-05,4.02,478,,,,,,,,,,,,,
0.0284,4.79e-05,4.03,479,,,,,,,,,,,,,
0.0088,4.8e-05,4.03,480,,,,,,,,,,,,,
0.0142,4.8100000000000004e-05,4.04,481,,,,,,,,,,,,,
0.0031,4.82e-05,4.05,482,,,,,,,,,,,,,
0.0214,4.83e-05,4.06,483,,,,,,,,,,,,,
0.0108,4.8400000000000004e-05,4.07,484,,,,,,,,,,,,,
0.0403,4.85e-05,4.08,485,,,,,,,,,,,,,
0.0115,4.86e-05,4.08,486,,,,,,,,,,,,,
0.0168,4.87e-05,4.09,487,,,,,,,,,,,,,
0.0106,4.88e-05,4.1,488,,,,,,,,,,,,,
0.0059,4.89e-05,4.11,489,,,,,,,,,,,,,
0.0159,4.9e-05,4.12,490,,,,,,,,,,,,,
0.0065,4.91e-05,4.13,491,,,,,,,,,,,,,
0.0129,4.92e-05,4.13,492,,,,,,,,,,,,,
0.0121,4.93e-05,4.14,493,,,,,,,,,,,,,
0.0206,4.94e-05,4.15,494,,,,,,,,,,,,,
0.0098,4.9500000000000004e-05,4.16,495,,,,,,,,,,,,,
0.0187,4.96e-05,4.17,496,,,,,,,,,,,,,
0.0286,4.97e-05,4.18,497,,,,,,,,,,,,,
0.0187,4.9800000000000004e-05,4.18,498,,,,,,,,,,,,,
0.0167,4.99e-05,4.19,499,,,,,,,,,,,,,
0.0256,5e-05,4.2,500,,,,,,,,,,,,,
0.0133,4.996108949416343e-05,4.21,501,,,,,,,,,,,,,
0.0088,4.992217898832685e-05,4.22,502,,,,,,,,,,,,,
0.0113,4.988326848249028e-05,4.23,503,,,,,,,,,,,,,
0.0045,4.98443579766537e-05,4.24,504,,,,,,,,,,,,,
0.0346,4.980544747081712e-05,4.24,505,,,,,,,,,,,,,
0.0197,4.976653696498055e-05,4.25,506,,,,,,,,,,,,,
0.0258,4.972762645914397e-05,4.26,507,,,,,,,,,,,,,
0.0055,4.96887159533074e-05,4.27,508,,,,,,,,,,,,,
0.023,4.9649805447470823e-05,4.28,509,,,,,,,,,,,,,
0.0138,4.961089494163424e-05,4.29,510,,,,,,,,,,,,,
0.0045,4.957198443579767e-05,4.29,511,,,,,,,,,,,,,
0.0243,4.953307392996109e-05,4.3,512,,,,,,,,,,,,,
0.0106,4.949416342412452e-05,4.31,513,,,,,,,,,,,,,
0.0051,4.945525291828794e-05,4.32,514,,,,,,,,,,,,,
0.0163,4.941634241245137e-05,4.33,515,,,,,,,,,,,,,
0.0082,4.9377431906614794e-05,4.34,516,,,,,,,,,,,,,
0.0131,4.933852140077821e-05,4.34,517,,,,,,,,,,,,,
0.0056,4.929961089494164e-05,4.35,518,,,,,,,,,,,,,
0.0145,4.926070038910506e-05,4.36,519,,,,,,,,,,,,,
0.0059,4.922178988326849e-05,4.37,520,,,,,,,,,,,,,
0.0076,4.918287937743191e-05,4.38,521,,,,,,,,,,,,,
0.0137,4.914396887159533e-05,4.39,522,,,,,,,,,,,,,
0.0065,4.910505836575876e-05,4.39,523,,,,,,,,,,,,,
0.0154,4.9066147859922176e-05,4.4,524,,,,,,,,,,,,,
0.03,4.90272373540856e-05,4.41,525,,,,,,,,,,,,,
0.0024,4.898832684824903e-05,4.42,526,,,,,,,,,,,,,
0.002,4.894941634241245e-05,4.43,527,,,,,,,,,,,,,
0.0101,4.891050583657588e-05,4.44,528,,,,,,,,,,,,,
0.0176,4.88715953307393e-05,4.45,529,,,,,,,,,,,,,
0.0109,4.883268482490273e-05,4.45,530,,,,,,,,,,,,,
0.0023,4.8793774319066146e-05,4.46,531,,,,,,,,,,,,,
0.0141,4.875486381322957e-05,4.47,532,,,,,,,,,,,,,
0.0218,4.8715953307393e-05,4.48,533,,,,,,,,,,,,,
0.0074,4.867704280155642e-05,4.49,534,,,,,,,,,,,,,
0.0123,4.863813229571985e-05,4.5,535,,,,,,,,,,,,,
0.0046,4.859922178988327e-05,4.5,536,,,,,,,,,,,,,
0.0195,4.856031128404669e-05,4.51,537,,,,,,,,,,,,,
0.0112,4.852140077821012e-05,4.52,538,,,,,,,,,,,,,
0.0184,4.848249027237354e-05,4.53,539,,,,,,,,,,,,,
0.0014,4.844357976653697e-05,4.54,540,,,,,,,,,,,,,
0.0199,4.840466926070039e-05,4.55,541,,,,,,,,,,,,,
0.0221,4.836575875486382e-05,4.55,542,,,,,,,,,,,,,
0.0133,4.832684824902724e-05,4.56,543,,,,,,,,,,,,,
0.0081,4.828793774319066e-05,4.57,544,,,,,,,,,,,,,
0.0313,4.824902723735409e-05,4.58,545,,,,,,,,,,,,,
0.0037,4.821011673151751e-05,4.59,546,,,,,,,,,,,,,
0.0101,4.817120622568094e-05,4.6,547,,,,,,,,,,,,,
0.0166,4.813229571984436e-05,4.61,548,,,,,,,,,,,,,
0.0033,4.809338521400779e-05,4.61,549,,,,,,,,,,,,,
0.0163,4.805447470817121e-05,4.62,550,,,,,,,,,,,,,
0.0092,4.801556420233463e-05,4.63,551,,,,,,,,,,,,,
0.015,4.797665369649806e-05,4.64,552,,,,,,,,,,,,,
0.0064,4.793774319066148e-05,4.65,553,,,,,,,,,,,,,
0.011,4.789883268482491e-05,4.66,554,,,,,,,,,,,,,
0.0125,4.7859922178988334e-05,4.66,555,,,,,,,,,,,,,
0.0161,4.782101167315175e-05,4.67,556,,,,,,,,,,,,,
0.0077,4.778210116731518e-05,4.68,557,,,,,,,,,,,,,
0.0287,4.77431906614786e-05,4.69,558,,,,,,,,,,,,,
0.0234,4.770428015564203e-05,4.7,559,,,,,,,,,,,,,
0.0094,4.7665369649805453e-05,4.71,560,,,,,,,,,,,,,
0.0223,4.762645914396887e-05,4.71,561,,,,,,,,,,,,,
0.0141,4.75875486381323e-05,4.72,562,,,,,,,,,,,,,
0.003,4.754863813229572e-05,4.73,563,,,,,,,,,,,,,
0.0115,4.750972762645914e-05,4.74,564,,,,,,,,,,,,,
0.0413,4.7470817120622567e-05,4.75,565,,,,,,,,,,,,,
0.0181,4.743190661478599e-05,4.76,566,,,,,,,,,,,,,
0.0134,4.739299610894942e-05,4.76,567,,,,,,,,,,,,,
0.0165,4.735408560311284e-05,4.77,568,,,,,,,,,,,,,
0.0062,4.731517509727627e-05,4.78,569,,,,,,,,,,,,,
0.0474,4.7276264591439686e-05,4.79,570,,,,,,,,,,,,,
0.0139,4.723735408560311e-05,4.8,571,,,,,,,,,,,,,
0.0371,4.719844357976654e-05,4.81,572,,,,,,,,,,,,,
0.0056,4.715953307392996e-05,4.82,573,,,,,,,,,,,,,
0.0268,4.712062256809339e-05,4.82,574,,,,,,,,,,,,,
0.0067,4.708171206225681e-05,4.83,575,,,,,,,,,,,,,
0.0344,4.704280155642024e-05,4.84,576,,,,,,,,,,,,,
0.0069,4.700389105058366e-05,4.85,577,,,,,,,,,,,,,
0.0042,4.696498054474708e-05,4.86,578,,,,,,,,,,,,,
0.0298,4.692607003891051e-05,4.87,579,,,,,,,,,,,,,
0.0116,4.688715953307393e-05,4.87,580,,,,,,,,,,,,,
0.0144,4.684824902723736e-05,4.88,581,,,,,,,,,,,,,
0.0274,4.680933852140078e-05,4.89,582,,,,,,,,,,,,,
0.0214,4.67704280155642e-05,4.9,583,,,,,,,,,,,,,
0.0027,4.673151750972763e-05,4.91,584,,,,,,,,,,,,,
0.0029,4.669260700389105e-05,4.92,585,,,,,,,,,,,,,
0.0058,4.665369649805448e-05,4.92,586,,,,,,,,,,,,,
0.0069,4.66147859922179e-05,4.93,587,,,,,,,,,,,,,
0.0336,4.657587548638133e-05,4.94,588,,,,,,,,,,,,,
0.0363,4.6536964980544754e-05,4.95,589,,,,,,,,,,,,,
0.0093,4.649805447470817e-05,4.96,590,,,,,,,,,,,,,
0.0306,4.64591439688716e-05,4.97,591,,,,,,,,,,,,,
0.0408,4.642023346303502e-05,4.97,592,,,,,,,,,,,,,
0.0161,4.638132295719845e-05,4.98,593,,,,,,,,,,,,,
0.0342,4.6342412451361874e-05,4.99,594,,,,,,,,,,,,,
0.0101,4.63035019455253e-05,5.0,595,,,,,,,,,,,,,
,,5.0,595,0.07199155539274216,0.8498845265588915,0.8699763593380615,0.8598130841121496,0.982812016104057,1.1657,362.876,23.162,,,,,
0.0074,4.626459143968872e-05,5.01,596,,,,,,,,,,,,,
0.0013,4.622568093385214e-05,5.02,597,,,,,,,,,,,,,
0.0077,4.618677042801557e-05,5.03,598,,,,,,,,,,,,,
0.0025,4.614785992217899e-05,5.03,599,,,,,,,,,,,,,
0.0093,4.610894941634242e-05,5.04,600,,,,,,,,,,,,,
0.0017,4.607003891050584e-05,5.05,601,,,,,,,,,,,,,
0.0054,4.603112840466926e-05,5.06,602,,,,,,,,,,,,,
0.006,4.599221789883269e-05,5.07,603,,,,,,,,,,,,,
0.0299,4.5953307392996106e-05,5.08,604,,,,,,,,,,,,,
0.0074,4.591439688715953e-05,5.08,605,,,,,,,,,,,,,
0.0024,4.587548638132296e-05,5.09,606,,,,,,,,,,,,,
0.0086,4.583657587548638e-05,5.1,607,,,,,,,,,,,,,
0.0097,4.579766536964981e-05,5.11,608,,,,,,,,,,,,,
0.0077,4.575875486381323e-05,5.12,609,,,,,,,,,,,,,
0.0141,4.571984435797665e-05,5.13,610,,,,,,,,,,,,,
0.0112,4.568093385214008e-05,5.13,611,,,,,,,,,,,,,
0.0069,4.56420233463035e-05,5.14,612,,,,,,,,,,,,,
0.0036,4.560311284046693e-05,5.15,613,,,,,,,,,,,,,
0.0008,4.556420233463035e-05,5.16,614,,,,,,,,,,,,,
0.0276,4.552529182879378e-05,5.17,615,,,,,,,,,,,,,
0.0112,4.54863813229572e-05,5.18,616,,,,,,,,,,,,,
0.0202,4.544747081712062e-05,5.18,617,,,,,,,,,,,,,
0.0124,4.540856031128405e-05,5.19,618,,,,,,,,,,,,,
0.0063,4.536964980544747e-05,5.2,619,,,,,,,,,,,,,
0.0031,4.53307392996109e-05,5.21,620,,,,,,,,,,,,,
0.0015,4.529182879377432e-05,5.22,621,,,,,,,,,,,,,
0.0078,4.525291828793775e-05,5.23,622,,,,,,,,,,,,,
0.008,4.521400778210117e-05,5.24,623,,,,,,,,,,,,,
0.0007,4.517509727626459e-05,5.24,624,,,,,,,,,,,,,
0.0276,4.513618677042802e-05,5.25,625,,,,,,,,,,,,,
0.0028,4.509727626459144e-05,5.26,626,,,,,,,,,,,,,
0.007,4.505836575875487e-05,5.27,627,,,,,,,,,,,,,
0.003,4.5019455252918294e-05,5.28,628,,,,,,,,,,,,,
0.0047,4.498054474708171e-05,5.29,629,,,,,,,,,,,,,
0.0028,4.494163424124514e-05,5.29,630,,,,,,,,,,,,,
0.0082,4.490272373540856e-05,5.3,631,,,,,,,,,,,,,
0.001,4.486381322957199e-05,5.31,632,,,,,,,,,,,,,
0.0119,4.482490272373541e-05,5.32,633,,,,,,,,,,,,,
0.0085,4.478599221789884e-05,5.33,634,,,,,,,,,,,,,
0.0012,4.4747081712062264e-05,5.34,635,,,,,,,,,,,,,
0.0071,4.470817120622568e-05,5.34,636,,,,,,,,,,,,,
0.0014,4.466926070038911e-05,5.35,637,,,,,,,,,,,,,
0.0098,4.463035019455253e-05,5.36,638,,,,,,,,,,,,,
0.0025,4.459143968871596e-05,5.37,639,,,,,,,,,,,,,
0.0032,4.4552529182879384e-05,5.38,640,,,,,,,,,,,,,
0.015,4.45136186770428e-05,5.39,641,,,,,,,,,,,,,
0.0065,4.447470817120623e-05,5.39,642,,,,,,,,,,,,,
0.0047,4.4435797665369646e-05,5.4,643,,,,,,,,,,,,,
0.0043,4.439688715953307e-05,5.41,644,,,,,,,,,,,,,
0.021,4.43579766536965e-05,5.42,645,,,,,,,,,,,,,
0.0219,4.431906614785992e-05,5.43,646,,,,,,,,,,,,,
0.0014,4.428015564202335e-05,5.44,647,,,,,,,,,,,,,
0.002,4.424124513618677e-05,5.45,648,,,,,,,,,,,,,
0.0138,4.42023346303502e-05,5.45,649,,,,,,,,,,,,,
0.003,4.4163424124513617e-05,5.46,650,,,,,,,,,,,,,
0.0152,4.412451361867704e-05,5.47,651,,,,,,,,,,,,,
0.0082,4.408560311284047e-05,5.48,652,,,,,,,,,,,,,
0.0118,4.404669260700389e-05,5.49,653,,,,,,,,,,,,,
0.0096,4.400778210116732e-05,5.5,654,,,,,,,,,,,,,
0.0066,4.396887159533074e-05,5.5,655,,,,,,,,,,,,,
0.0198,4.392996108949416e-05,5.51,656,,,,,,,,,,,,,
0.0139,4.389105058365759e-05,5.52,657,,,,,,,,,,,,,
0.0177,4.385214007782101e-05,5.53,658,,,,,,,,,,,,,
0.0014,4.381322957198444e-05,5.54,659,,,,,,,,,,,,,
0.0012,4.377431906614786e-05,5.55,660,,,,,,,,,,,,,
0.008,4.373540856031129e-05,5.55,661,,,,,,,,,,,,,
0.0041,4.3696498054474714e-05,5.56,662,,,,,,,,,,,,,
0.0019,4.365758754863813e-05,5.57,663,,,,,,,,,,,,,
0.0027,4.361867704280156e-05,5.58,664,,,,,,,,,,,,,
0.008,4.357976653696498e-05,5.59,665,,,,,,,,,,,,,
0.0044,4.354085603112841e-05,5.6,666,,,,,,,,,,,,,
0.0079,4.3501945525291833e-05,5.61,667,,,,,,,,,,,,,
0.0137,4.346303501945526e-05,5.61,668,,,,,,,,,,,,,
0.004,4.342412451361868e-05,5.62,669,,,,,,,,,,,,,
0.0386,4.33852140077821e-05,5.63,670,,,,,,,,,,,,,
0.0102,4.334630350194553e-05,5.64,671,,,,,,,,,,,,,
0.0031,4.330739299610895e-05,5.65,672,,,,,,,,,,,,,
0.0093,4.326848249027238e-05,5.66,673,,,,,,,,,,,,,
0.0139,4.3229571984435804e-05,5.66,674,,,,,,,,,,,,,
0.002,4.319066147859923e-05,5.67,675,,,,,,,,,,,,,
0.0096,4.315175097276265e-05,5.68,676,,,,,,,,,,,,,
0.0043,4.311284046692607e-05,5.69,677,,,,,,,,,,,,,
0.0149,4.30739299610895e-05,5.7,678,,,,,,,,,,,,,
0.0005,4.3035019455252924e-05,5.71,679,,,,,,,,,,,,,
0.0072,4.299610894941635e-05,5.71,680,,,,,,,,,,,,,
0.0007,4.295719844357977e-05,5.72,681,,,,,,,,,,,,,
0.0354,4.291828793774319e-05,5.73,682,,,,,,,,,,,,,
0.004,4.287937743190661e-05,5.74,683,,,,,,,,,,,,,
0.0506,4.284046692607004e-05,5.75,684,,,,,,,,,,,,,
0.0137,4.280155642023346e-05,5.76,685,,,,,,,,,,,,,
0.0118,4.276264591439689e-05,5.76,686,,,,,,,,,,,,,
0.0081,4.272373540856031e-05,5.77,687,,,,,,,,,,,,,
0.0038,4.268482490272374e-05,5.78,688,,,,,,,,,,,,,
0.0158,4.264591439688716e-05,5.79,689,,,,,,,,,,,,,
0.0263,4.260700389105058e-05,5.8,690,,,,,,,,,,,,,
0.0118,4.256809338521401e-05,5.81,691,,,,,,,,,,,,,
0.0096,4.252918287937743e-05,5.82,692,,,,,,,,,,,,,
0.0163,4.249027237354086e-05,5.82,693,,,,,,,,,,,,,
0.0052,4.245136186770428e-05,5.83,694,,,,,,,,,,,,,
0.0025,4.241245136186771e-05,5.84,695,,,,,,,,,,,,,
0.0033,4.237354085603113e-05,5.85,696,,,,,,,,,,,,,
0.0081,4.233463035019455e-05,5.86,697,,,,,,,,,,,,,
0.0033,4.229571984435798e-05,5.87,698,,,,,,,,,,,,,
0.0029,4.22568093385214e-05,5.87,699,,,,,,,,,,,,,
0.0309,4.221789883268483e-05,5.88,700,,,,,,,,,,,,,
0.0131,4.2178988326848253e-05,5.89,701,,,,,,,,,,,,,
0.0039,4.214007782101167e-05,5.9,702,,,,,,,,,,,,,
0.0143,4.21011673151751e-05,5.91,703,,,,,,,,,,,,,
0.0147,4.206225680933852e-05,5.92,704,,,,,,,,,,,,,
0.0038,4.202334630350195e-05,5.92,705,,,,,,,,,,,,,
0.0131,4.198443579766537e-05,5.93,706,,,,,,,,,,,,,
0.039,4.19455252918288e-05,5.94,707,,,,,,,,,,,,,
0.0149,4.1906614785992224e-05,5.95,708,,,,,,,,,,,,,
0.0223,4.186770428015564e-05,5.96,709,,,,,,,,,,,,,
0.0081,4.182879377431907e-05,5.97,710,,,,,,,,,,,,,
0.0071,4.178988326848249e-05,5.97,711,,,,,,,,,,,,,
0.0068,4.175097276264592e-05,5.98,712,,,,,,,,,,,,,
0.0405,4.1712062256809344e-05,5.99,713,,,,,,,,,,,,,
0.001,4.167315175097277e-05,6.0,714,,,,,,,,,,,,,
,,6.0,714,0.06158176809549332,0.8764568764568764,0.8888888888888888,0.8826291079812205,0.9851347166305358,1.1623,363.93,23.23,,,,,
0.003,4.163424124513619e-05,6.01,715,,,,,,,,,,,,,
0.0061,4.159533073929961e-05,6.02,716,,,,,,,,,,,,,
0.0051,4.155642023346304e-05,6.03,717,,,,,,,,,,,,,
0.004,4.1517509727626463e-05,6.03,718,,,,,,,,,,,,,
0.0168,4.147859922178989e-05,6.04,719,,,,,,,,,,,,,
0.0028,4.1439688715953314e-05,6.05,720,,,,,,,,,,,,,
0.0073,4.140077821011673e-05,6.06,721,,,,,,,,,,,,,
0.0013,4.136186770428016e-05,6.07,722,,,,,,,,,,,,,
0.0116,4.1322957198443576e-05,6.08,723,,,,,,,,,,,,,
0.0025,4.1284046692607e-05,6.08,724,,,,,,,,,,,,,
0.0018,4.124513618677043e-05,6.09,725,,,,,,,,,,,,,
0.0007,4.120622568093385e-05,6.1,726,,,,,,,,,,,,,
0.0011,4.116731517509728e-05,6.11,727,,,,,,,,,,,,,
0.0019,4.11284046692607e-05,6.12,728,,,,,,,,,,,,,
0.0005,4.108949416342412e-05,6.13,729,,,,,,,,,,,,,
0.0116,4.105058365758755e-05,6.13,730,,,,,,,,,,,,,
0.0004,4.101167315175097e-05,6.14,731,,,,,,,,,,,,,
0.0015,4.09727626459144e-05,6.15,732,,,,,,,,,,,,,
0.0021,4.093385214007782e-05,6.16,733,,,,,,,,,,,,,
0.0015,4.089494163424125e-05,6.17,734,,,,,,,,,,,,,
0.0008,4.0856031128404673e-05,6.18,735,,,,,,,,,,,,,
0.0012,4.081712062256809e-05,6.18,736,,,,,,,,,,,,,
0.0019,4.077821011673152e-05,6.19,737,,,,,,,,,,,,,
0.0095,4.073929961089494e-05,6.2,738,,,,,,,,,,,,,
0.0027,4.070038910505837e-05,6.21,739,,,,,,,,,,,,,
0.0044,4.066147859922179e-05,6.22,740,,,,,,,,,,,,,
0.0017,4.062256809338522e-05,6.23,741,,,,,,,,,,,,,
0.0025,4.058365758754864e-05,6.24,742,,,,,,,,,,,,,
0.0033,4.054474708171206e-05,6.24,743,,,,,,,,,,,,,
0.005,4.050583657587549e-05,6.25,744,,,,,,,,,,,,,
0.0268,4.046692607003891e-05,6.26,745,,,,,,,,,,,,,
0.0009,4.042801556420234e-05,6.27,746,,,,,,,,,,,,,
0.0148,4.0389105058365764e-05,6.28,747,,,,,,,,,,,,,
0.0047,4.035019455252919e-05,6.29,748,,,,,,,,,,,,,
0.0009,4.031128404669261e-05,6.29,749,,,,,,,,,,,,,
0.001,4.027237354085603e-05,6.3,750,,,,,,,,,,,,,
0.0009,4.023346303501946e-05,6.31,751,,,,,,,,,,,,,
0.0031,4.0194552529182883e-05,6.32,752,,,,,,,,,,,,,
0.0017,4.015564202334631e-05,6.33,753,,,,,,,,,,,,,
0.0053,4.0116731517509734e-05,6.34,754,,,,,,,,,,,,,
0.0012,4.007782101167315e-05,6.34,755,,,,,,,,,,,,,
0.0012,4.003891050583658e-05,6.35,756,,,,,,,,,,,,,
0.005,4e-05,6.36,757,,,,,,,,,,,,,
0.0035,3.996108949416343e-05,6.37,758,,,,,,,,,,,,,
0.0015,3.9922178988326854e-05,6.38,759,,,,,,,,,,,,,
0.0003,3.988326848249028e-05,6.39,760,,,,,,,,,,,,,
0.0006,3.9844357976653705e-05,6.39,761,,,,,,,,,,,,,
0.0005,3.980544747081712e-05,6.4,762,,,,,,,,,,,,,
0.0038,3.976653696498054e-05,6.41,763,,,,,,,,,,,,,
0.007,3.972762645914397e-05,6.42,764,,,,,,,,,,,,,
0.0068,3.968871595330739e-05,6.43,765,,,,,,,,,,,,,
0.0012,3.964980544747082e-05,6.44,766,,,,,,,,,,,,,
0.0006,3.961089494163424e-05,6.45,767,,,,,,,,,,,,,
0.001,3.957198443579767e-05,6.45,768,,,,,,,,,,,,,
0.0018,3.953307392996109e-05,6.46,769,,,,,,,,,,,,,
0.0066,3.949416342412451e-05,6.47,770,,,,,,,,,,,,,
0.0013,3.945525291828794e-05,6.48,771,,,,,,,,,,,,,
0.003,3.941634241245136e-05,6.49,772,,,,,,,,,,,,,
0.0005,3.937743190661479e-05,6.5,773,,,,,,,,,,,,,
0.0028,3.933852140077821e-05,6.5,774,,,,,,,,,,,,,
0.0129,3.929961089494164e-05,6.51,775,,,,,,,,,,,,,
0.0055,3.926070038910506e-05,6.52,776,,,,,,,,,,,,,
0.0099,3.922178988326848e-05,6.53,777,,,,,,,,,,,,,
0.0007,3.918287937743191e-05,6.54,778,,,,,,,,,,,,,
0.0015,3.914396887159533e-05,6.55,779,,,,,,,,,,,,,
0.001,3.910505836575876e-05,6.55,780,,,,,,,,,,,,,
0.0033,3.9066147859922184e-05,6.56,781,,,,,,,,,,,,,
0.0017,3.90272373540856e-05,6.57,782,,,,,,,,,,,,,
0.0017,3.898832684824903e-05,6.58,783,,,,,,,,,,,,,
0.0059,3.894941634241245e-05,6.59,784,,,,,,,,,,,,,
0.0075,3.891050583657588e-05,6.6,785,,,,,,,,,,,,,
0.0043,3.8871595330739304e-05,6.61,786,,,,,,,,,,,,,
0.0005,3.883268482490273e-05,6.61,787,,,,,,,,,,,,,
0.0003,3.879377431906615e-05,6.62,788,,,,,,,,,,,,,
0.0137,3.875486381322957e-05,6.63,789,,,,,,,,,,,,,
0.0011,3.8715953307393e-05,6.64,790,,,,,,,,,,,,,
0.0004,3.867704280155642e-05,6.65,791,,,,,,,,,,,,,
0.0102,3.863813229571985e-05,6.66,792,,,,,,,,,,,,,
0.0021,3.8599221789883274e-05,6.66,793,,,,,,,,,,,,,
0.0008,3.85603112840467e-05,6.67,794,,,,,,,,,,,,,
0.0017,3.852140077821012e-05,6.68,795,,,,,,,,,,,,,
0.0023,3.848249027237354e-05,6.69,796,,,,,,,,,,,,,
0.0012,3.844357976653697e-05,6.7,797,,,,,,,,,,,,,
0.0065,3.8404669260700394e-05,6.71,798,,,,,,,,,,,,,
0.0008,3.836575875486382e-05,6.71,799,,,,,,,,,,,,,
0.028,3.8326848249027244e-05,6.72,800,,,,,,,,,,,,,
0.0022,3.828793774319066e-05,6.73,801,,,,,,,,,,,,,
0.0059,3.824902723735408e-05,6.74,802,,,,,,,,,,,,,
0.0202,3.821011673151751e-05,6.75,803,,,,,,,,,,,,,
0.004,3.817120622568093e-05,6.76,804,,,,,,,,,,,,,
0.0011,3.813229571984436e-05,6.76,805,,,,,,,,,,,,,
0.0032,3.809338521400778e-05,6.77,806,,,,,,,,,,,,,
0.0022,3.805447470817121e-05,6.78,807,,,,,,,,,,,,,
0.0009,3.801556420233463e-05,6.79,808,,,,,,,,,,,,,
0.0037,3.797665369649805e-05,6.8,809,,,,,,,,,,,,,
0.0033,3.793774319066148e-05,6.81,810,,,,,,,,,,,,,
